fgm_home,fga_home,fg3m_home,fg3a_home,ftm_home,fta_home,oreb_home,dreb_home,reb_home,ast_home,stl_home,blk_home,tov_home,pf_home,pts_home,plus_minus_home,fgm_away,fga_away,fg3m_away,fg3a_away,ftm_away,fta_away,oreb_away,dreb_away,reb_away,ast_away,stl_away,blk_away,tov_away,pf_away,pts_away,play_off,season
40,93,12,29,16,24,20,22,42,26,5,3,7,21,108,4,35,75,7,23,27,29,12,31,43,19,2,4,13,20,104,0,29
38,86,11,28,24,33,8,42,50,21,7,1,12,25,111,3,38,87,7,19,25,29,8,35,43,22,5,8,10,27,108,0,30
38,82,2,8,24,35,18,35,53,19,3,6,16,20,102,1,41,93,3,12,16,21,11,28,39,16,8,5,6,25,101,0,5
46,89,16,38,12,19,6,50,56,27,5,8,11,20,120,35,33,90,6,29,13,17,6,36,42,19,5,5,9,16,85,0,36
37,74,2,10,27,35,14,31,45,21,3,3,15,19,103,12,35,72,2,6,19,24,7,24,31,15,10,5,10,23,91,0,9
33,79,11,30,29,47,17,26,43,24,11,6,13,20,106,11,36,75,10,23,13,19,6,32,38,26,10,6,19,34,95,0,31
40,80,9,14,18,23,13,25,38,27,6,2,20,26,107,-11,41,84,10,23,26,32,11,26,37,23,12,3,14,21,118,1,12
35,75,3,10,33,44,13,24,37,23,15,6,20,32,106,-6,39,70,8,15,26,42,11,24,35,28,13,4,24,30,112,0,21
45,88,19,35,17,19,10,44,54,23,4,2,13,16,126,22,38,95,15,45,13,14,10,28,38,24,5,5,8,15,104,0,34
40,85,1,10,29,39,19,24,43,22,17,4,20,20,110,-1,47,78,6,11,11,20,4,26,30,30,10,7,21,27,111,0,8
36,86,2,14,19,31,18,26,44,19,10,5,12,20,93,-6,34,80,5,19,26,26,13,35,48,19,7,4,15,25,99,0,20
43,96,9,29,11,19,20,33,53,22,8,5,20,13,106,-1,43,94,8,18,13,15,12,32,44,29,12,5,17,19,107,0,28
42,75,8,17,30,38,12,31,43,25,4,3,14,24,122,4,44,86,9,26,21,27,7,18,25,31,8,1,7,31,118,1,19
39,83,3,10,22,31,9,34,43,23,2,4,13,21,103,4,36,79,12,23,15,20,7,31,38,24,4,4,12,25,99,0,28
36,80,4,22,15,19,6,30,36,17,5,4,10,15,91,-11,44,86,7,16,7,10,13,32,45,25,4,3,10,20,102,0,29
37,88,6,14,20,21,12,34,46,26,10,0,16,24,100,-10,41,80,2,9,26,35,4,38,42,26,11,2,14,19,110,0,7
35,77,0,2,35,42,14,31,45,16,5,13,13,21,105,13,34,86,2,5,22,25,17,24,41,25,10,3,17,29,92,0,6
32,79,4,17,22,30,7,28,35,21,9,3,18,20,90,-22,47,93,4,17,14,23,16,41,57,28,13,4,17,21,112,0,11
34,69,3,8,23,29,8,20,28,26,12,3,14,21,94,14,31,66,2,8,16,22,10,17,27,23,8,5,19,27,80,0,19
38,75,7,18,7,12,6,26,32,19,6,7,10,11,90,11,31,69,5,13,12,15,6,27,33,11,6,5,18,19,79,1,27
47,92,15,29,15,18,14,37,51,20,4,5,12,19,124,17,40,94,18,41,9,9,11,26,37,19,6,4,10,17,107,0,34
44,100,4,20,9,12,16,39,55,15,7,12,8,18,101,1,39,94,12,25,10,19,14,38,52,23,7,2,10,17,100,0,26
41,80,7,26,17,24,10,34,44,24,8,7,17,12,106,14,38,87,8,30,8,10,7,25,32,23,8,4,16,24,92,0,28
30,70,5,13,24,32,10,21,31,24,9,4,16,17,89,-11,41,79,3,10,15,16,13,28,41,35,8,3,15,24,100,0,10
48,84,5,10,26,35,14,27,41,29,5,9,13,23,127,6,49,97,2,7,21,26,19,22,41,33,10,2,11,27,121,1,6
46,85,10,24,14,18,10,40,50,33,5,7,16,27,116,10,39,87,10,25,18,33,10,27,37,29,7,5,8,17,106,0,32
43,92,11,30,14,18,12,36,48,24,12,5,13,24,111,10,36,92,9,38,20,24,15,38,53,17,8,3,16,15,101,0,36
36,76,9,20,28,52,18,26,44,22,12,8,15,17,109,7,44,82,1,8,13,22,10,31,41,26,7,2,16,35,102,0,11
36,81,2,10,14,18,13,25,38,21,6,3,12,20,88,-8,40,77,2,3,14,18,8,23,31,24,5,6,11,18,96,0,8
38,80,4,12,14,17,7,34,41,24,12,6,18,20,94,-10,37,81,8,25,22,28,11,32,43,21,9,1,16,14,104,0,22
40,85,12,27,16,22,22,24,46,22,10,4,23,20,108,7,40,80,8,21,13,18,14,19,33,20,18,4,22,20,101,0,10
37,68,10,18,15,20,6,23,29,17,9,2,15,24,99,12,31,65,6,21,19,25,6,23,29,17,7,1,19,22,87,1,28
42,65,5,9,15,22,5,20,25,26,4,5,15,24,104,19,33,65,1,1,18,21,10,17,27,15,4,5,17,23,85,0,21
29,69,3,5,21,28,10,30,40,15,5,4,18,16,82,-16,39,85,7,17,13,14,9,30,39,24,9,3,10,25,98,0,18
37,85,10,30,10,13,9,33,42,23,8,2,13,21,94,-6,37,79,9,23,17,25,11,36,47,19,6,4,14,18,100,0,33
30,74,7,29,13,17,3,28,31,13,7,5,19,20,80,-9,34,73,6,17,15,17,8,33,41,18,10,5,25,20,89,0,32
36,83,5,13,13,21,7,37,44,18,5,8,14,25,90,-2,29,84,5,13,29,33,14,32,46,17,8,7,11,16,92,0,29
47,88,5,10,19,24,12,29,41,31,9,2,6,17,118,21,38,74,5,11,16,19,7,31,38,19,2,6,20,17,97,0,26
42,79,3,14,22,27,10,27,37,22,8,4,14,23,109,5,39,79,8,25,18,23,11,26,37,18,9,2,16,23,104,0,18
54,105,13,27,17,21,20,39,59,35,8,2,18,25,138,13,46,101,7,20,26,32,17,31,48,21,13,5,14,22,125,0,23
31,81,1,4,16,28,16,25,41,21,9,2,13,20,79,-11,38,77,0,1,14,21,13,29,42,27,11,11,19,26,90,0,2
34,77,6,18,27,32,7,21,28,18,13,2,14,16,101,-16,44,75,8,18,21,25,10,32,42,29,12,6,18,24,117,0,24
34,85,2,9,16,29,23,28,51,17,7,5,16,19,86,3,30,69,3,8,20,27,10,29,39,18,6,4,19,23,83,0,21
36,85,9,22,21,29,14,33,47,21,9,4,12,31,102,2,34,72,3,25,29,37,3,35,38,23,7,5,11,21,100,0,10
37,82,9,19,20,29,13,32,45,14,10,1,14,26,103,17,32,82,7,23,15,26,11,29,40,20,8,7,15,22,86,0,12
34,74,8,26,25,32,13,29,42,24,4,9,13,18,101,3,35,83,7,21,21,28,12,22,34,18,7,9,6,24,98,0,23
32,78,2,8,13,17,14,32,46,14,5,4,13,20,79,-8,36,75,1,11,14,22,9,33,42,18,9,2,10,17,87,0,23
38,77,9,16,15,17,7,34,41,18,2,6,11,13,100,21,32,73,5,12,10,15,5,30,35,16,4,7,15,20,79,0,20
38,75,3,8,14,18,7,38,45,26,3,8,19,13,93,10,32,88,3,14,16,24,17,28,45,18,9,2,12,18,83,0,4
41,79,10,16,12,14,9,29,38,22,9,5,16,26,104,11,35,73,3,11,20,24,8,27,35,14,8,8,18,18,93,0,18
35,84,2,10,8,10,15,32,47,24,8,9,13,16,80,-7,35,86,7,15,10,12,12,32,44,24,4,6,11,14,87,0,18
29,68,9,28,15,19,9,32,41,19,4,6,23,17,82,-23,42,88,9,24,12,14,13,29,42,23,12,3,9,22,105,0,29
37,81,3,9,41,50,18,24,42,15,10,6,17,30,118,8,42,89,2,9,24,28,18,23,41,18,6,5,19,33,110,0,5
33,77,3,13,24,27,14,37,51,17,5,7,20,24,93,3,32,90,5,20,21,26,14,26,40,24,10,5,9,26,90,0,17
37,74,2,3,26,38,11,25,36,16,9,10,15,19,102,-6,46,99,0,3,16,19,19,29,48,32,9,6,13,26,108,0,3
34,82,7,25,29,35,13,34,47,24,13,3,15,17,104,8,42,91,4,18,8,11,14,34,48,22,7,4,19,23,96,0,24
35,79,4,13,20,22,9,33,42,27,9,8,16,23,94,-9,41,92,4,13,17,28,16,30,46,23,11,1,11,19,103,0,15
31,89,6,18,17,21,13,26,39,15,8,5,9,29,85,-17,36,80,7,16,23,31,12,38,50,21,0,4,14,20,102,0,25
25,74,2,11,22,26,7,29,36,16,6,3,14,23,74,-13,33,75,3,9,18,25,13,33,46,20,8,6,16,25,87,0,17
35,78,2,12,24,27,11,25,36,18,4,5,10,24,96,-5,35,70,5,11,26,34,4,26,30,19,7,11,7,23,101,0,23
37,84,6,16,13,16,17,33,50,27,6,8,10,24,93,16,25,81,2,13,25,30,22,26,48,13,5,6,11,13,77,0,13
34,84,4,12,22,27,18,42,60,21,2,6,15,19,94,5,35,87,7,27,12,15,9,23,32,24,8,5,7,25,89,0,25
36,80,6,9,19,22,10,26,36,23,4,2,12,22,97,-15,45,81,3,7,19,22,11,31,42,29,7,5,14,21,112,0,5
32,81,7,15,16,19,6,34,40,18,8,5,11,21,87,-11,32,79,12,22,22,30,14,43,57,17,5,6,14,16,98,0,28
38,79,0,1,25,28,13,36,49,22,8,5,16,19,101,9,36,88,3,10,17,26,19,28,47,20,8,2,15,19,92,0,3
39,77,0,3,37,43,12,32,44,16,4,9,14,18,115,9,44,101,5,13,13,18,19,25,44,25,9,6,15,29,106,0,2
33,74,6,15,9,12,9,26,35,25,4,5,23,21,81,-18,41,83,2,5,15,20,15,29,44,24,15,5,14,18,99,0,10
37,83,9,23,19,28,22,26,48,25,7,2,12,14,102,9,36,72,8,22,13,15,6,26,32,26,3,3,13,23,93,0,9
31,84,6,22,20,27,15,23,38,21,12,7,10,25,88,-14,37,77,6,15,22,30,21,37,58,19,5,6,23,25,102,0,10
34,81,6,14,23,30,10,40,50,19,6,3,12,19,97,2,31,85,6,22,27,31,9,35,44,15,8,3,8,23,95,0,17
45,83,17,31,15,19,6,35,41,25,5,5,14,17,122,11,42,90,11,30,16,22,11,33,44,25,9,3,11,20,111,0,31
40,82,5,15,23,32,16,37,53,31,4,5,16,29,108,5,35,83,8,16,25,34,8,24,32,26,7,9,8,24,103,0,17
42,100,6,27,15,24,19,33,52,25,10,4,18,22,105,-9,42,83,9,19,21,28,5,39,44,21,11,4,16,18,114,0,22
34,84,7,9,13,22,14,35,49,26,10,8,25,26,88,-4,34,89,4,13,20,31,19,33,52,22,15,12,18,18,92,0,13
25,69,9,27,22,32,9,31,40,13,6,4,18,19,81,-10,29,77,10,23,23,29,10,33,43,21,11,2,14,25,91,0,17
41,72,1,4,28,32,7,22,29,27,6,6,20,25,111,2,43,86,2,7,21,30,15,21,36,26,12,3,15,29,109,0,1
40,81,8,19,9,12,17,25,42,16,11,1,21,18,97,17,34,83,4,13,8,9,14,21,35,17,10,7,20,16,80,0,26
40,83,5,13,11,13,12,27,39,24,11,7,18,24,96,-1,38,84,2,14,19,27,12,28,40,23,10,4,15,16,97,0,11
40,85,9,24,25,39,12,28,40,19,12,2,15,29,114,-5,40,77,6,20,33,39,7,31,38,20,6,4,19,29,119,0,20
38,76,7,21,25,37,7,39,46,24,5,2,11,16,108,19,33,82,9,33,14,18,7,31,38,17,6,4,12,31,89,1,30
37,74,14,36,20,26,6,38,44,19,11,5,15,21,108,11,40,85,6,24,11,17,8,31,39,22,11,0,13,22,97,0,35
43,81,18,35,13,22,8,33,41,34,5,3,10,15,117,14,40,81,10,22,13,21,9,30,39,25,6,6,10,21,103,0,30
38,78,3,8,22,30,9,41,50,27,8,7,16,27,101,12,31,73,5,10,22,31,4,27,31,20,7,5,17,26,89,0,21
27,56,6,15,32,38,6,27,33,14,7,6,23,31,92,-2,30,75,5,15,29,37,13,20,33,16,13,4,14,32,94,0,15
31,77,9,25,13,16,14,32,46,16,4,5,22,18,84,-2,36,87,7,18,7,9,10,28,38,22,9,5,15,25,86,0,26
41,83,9,22,23,32,17,26,43,17,5,7,19,18,114,1,46,93,7,23,14,20,16,22,38,21,10,4,13,25,113,0,31
39,100,10,31,15,21,19,32,51,22,11,5,10,16,103,-15,45,84,15,31,13,15,6,40,46,30,9,7,14,19,118,0,33
42,86,13,36,21,30,16,29,45,28,4,6,17,20,118,7,37,81,11,24,26,31,7,28,35,22,9,7,14,26,111,0,34
32,73,13,23,23,29,12,33,45,21,6,3,17,17,100,6,36,82,12,27,10,16,8,27,35,14,12,9,12,24,94,0,31
38,88,8,22,17,25,13,36,49,27,8,4,11,18,101,8,35,89,6,13,17,25,19,37,56,16,7,4,14,19,93,0,16
33,77,5,12,23,31,13,29,42,21,2,11,17,32,94,-6,31,72,2,7,36,46,11,28,39,21,6,7,13,24,100,0,17
33,72,2,9,24,31,10,25,35,12,6,5,9,13,92,-10,37,79,12,23,16,21,14,24,38,24,5,5,10,22,102,0,23
40,95,2,11,15,19,22,32,54,24,10,5,16,16,97,10,38,77,0,9,11,20,7,30,37,23,10,5,15,17,87,0,2
44,90,11,26,8,10,6,38,44,28,9,6,4,20,107,16,33,77,6,21,19,24,8,37,45,22,2,1,12,11,91,0,29
36,77,5,18,11,17,9,23,32,26,8,6,17,29,88,-10,30,55,2,6,36,47,4,27,31,16,13,6,17,19,98,0,9
42,76,0,1,12,17,6,34,40,33,9,4,18,18,96,2,39,81,2,4,14,17,6,27,33,22,9,1,15,20,94,0,4
37,81,6,17,16,20,14,20,34,20,7,2,9,15,96,-9,41,74,8,15,15,21,11,29,40,25,6,6,11,19,105,0,22
50,104,3,12,21,30,13,42,55,32,6,8,19,30,124,8,45,101,4,10,22,36,20,38,58,27,10,3,19,26,116,0,6
41,79,6,14,20,29,13,29,42,25,14,7,17,23,108,18,32,72,2,8,24,31,15,23,38,22,8,4,22,18,90,0,12
38,85,7,30,20,23,11,27,38,20,10,4,12,16,103,1,37,79,18,47,10,15,8,28,36,28,3,8,17,18,102,0,34
31,70,4,10,26,30,9,20,29,19,4,6,12,26,92,-13,40,80,0,1,25,29,10,24,34,28,7,1,6,27,105,0,7
28,78,1,12,28,37,13,37,50,18,6,4,18,23,85,2,31,81,5,17,16,27,10,33,43,16,9,6,16,33,83,0,15
38,97,1,8,15,22,18,29,47,26,9,7,16,22,92,-6,38,92,6,17,16,23,21,38,59,23,9,6,22,22,98,0,17
42,90,5,21,16,23,11,25,36,24,11,7,12,23,105,-7,36,79,13,28,27,32,13,35,48,20,6,3,20,22,112,0,20
39,87,11,23,19,23,12,40,52,19,7,10,21,15,108,-2,45,102,10,27,10,17,13,33,46,29,8,5,12,23,110,0,25
40,89,13,41,21,24,11,39,50,22,15,5,16,14,114,15,37,84,13,35,12,16,9,31,40,23,12,5,18,15,99,0,36
37,76,6,15,33,40,14,31,45,26,9,11,22,26,113,13,34,89,7,21,25,32,16,27,43,22,9,4,18,33,100,0,16
36,82,10,30,8,14,10,34,44,26,12,4,10,13,90,28,27,76,4,17,4,5,11,33,44,20,5,2,22,16,62,0,17
41,84,7,15,15,17,13,31,44,23,7,4,11,21,104,9,37,78,3,12,18,20,9,29,38,18,5,2,11,20,95,0,16
45,90,6,20,19,33,11,33,44,29,11,5,10,24,115,4,42,87,7,27,20,24,8,36,44,18,6,4,18,26,111,0,9
34,87,11,23,12,19,15,27,42,22,5,4,9,21,91,-10,43,88,3,20,12,16,12,30,42,25,7,5,6,16,101,0,23
32,89,4,13,16,21,17,32,49,17,8,3,10,18,84,-10,39,79,4,13,12,17,8,37,45,21,6,7,14,12,94,0,30
33,88,5,15,16,21,12,33,45,17,3,8,13,22,87,-3,32,77,6,18,20,27,10,33,43,17,8,8,13,20,90,0,25
38,91,2,13,19,27,15,25,40,21,12,7,9,19,97,2,39,83,8,17,9,16,14,30,44,25,6,5,20,25,95,0,18
46,86,12,35,26,29,10,34,44,36,7,2,18,23,130,-6,43,86,19,40,31,36,10,28,38,26,14,4,12,23,136,0,36
38,81,8,24,18,28,14,26,40,23,9,8,13,23,102,3,38,79,2,6,21,31,12,28,40,17,5,4,13,21,99,0,14
42,74,17,30,12,18,10,25,35,31,8,8,16,11,113,9,42,82,4,8,16,18,12,23,35,19,9,6,10,18,104,0,13
48,79,11,19,20,36,8,38,46,28,7,5,15,20,127,28,37,86,6,14,19,26,13,30,43,14,8,1,16,26,99,0,22
36,74,4,13,17,25,5,30,35,13,7,5,8,18,93,-6,41,88,4,16,13,17,14,34,48,19,5,2,12,21,99,0,21
29,71,1,14,11,15,7,29,36,11,6,3,13,16,70,-23,40,75,4,17,9,14,7,37,44,16,8,6,10,18,93,0,23
30,71,4,7,23,30,9,30,39,24,7,2,15,19,87,-7,39,78,0,3,16,25,11,30,41,26,4,5,14,21,94,0,2
38,86,5,15,13,15,20,28,48,29,8,3,13,17,94,2,40,91,5,14,7,11,19,23,42,23,5,4,13,19,92,0,11
35,90,5,9,17,21,11,39,50,24,15,9,9,15,92,15,32,76,4,9,9,13,5,39,44,15,5,7,23,18,77,0,17
48,96,13,34,18,20,14,37,51,30,9,4,13,19,127,14,41,88,12,31,19,23,7,30,37,22,4,5,12,18,113,0,32
40,88,5,8,18,23,13,24,37,28,15,10,14,20,103,-6,41,85,1,4,26,30,17,31,48,31,7,2,20,19,109,0,8
42,81,1,3,6,6,11,18,29,17,7,5,12,25,91,-5,39,78,0,0,18,29,19,22,41,25,5,6,8,13,96,0,5
45,92,4,20,10,17,12,37,49,23,9,3,20,19,104,-2,44,91,10,33,8,13,7,32,39,24,8,5,18,24,106,0,33
41,85,3,6,15,21,11,45,56,21,3,6,12,19,100,17,31,94,5,20,16,20,12,29,41,23,6,4,7,21,83,0,19
58,124,0,3,34,44,18,43,61,33,16,7,19,32,150,3,59,127,2,6,27,34,25,44,69,35,13,5,21,37,147,0,1
45,84,5,9,24,27,13,39,52,28,2,6,17,21,119,27,36,90,2,7,18,25,14,25,39,24,10,4,9,25,92,0,1
41,86,3,21,13,18,13,27,40,15,10,3,21,20,98,-6,36,78,6,12,26,32,12,24,36,18,11,2,16,17,104,0,19
35,79,6,17,18,29,15,37,52,23,7,4,11,15,94,26,26,69,4,13,12,14,5,26,31,16,6,5,15,23,68,0,21
38,97,4,27,15,23,14,31,45,17,5,8,12,22,95,-13,38,89,3,12,29,33,16,42,58,20,8,4,13,20,108,0,16
39,83,5,15,23,28,15,34,49,22,6,6,15,24,106,19,32,83,3,11,20,28,13,28,41,12,4,4,12,25,87,0,13
45,103,10,23,16,25,16,34,50,31,5,4,8,27,116,2,43,98,11,32,17,25,19,45,64,23,2,1,17,27,114,0,19
31,85,1,6,22,30,19,33,52,22,9,2,15,21,85,3,31,76,4,13,16,25,7,35,42,13,8,5,16,21,82,0,15
54,89,2,2,24,30,6,24,30,37,13,7,15,18,134,23,47,89,0,6,17,24,10,28,38,32,12,5,22,27,111,0,1
36,85,0,8,13,16,10,29,39,24,4,6,15,21,85,-14,34,79,1,3,30,33,12,34,46,20,8,4,11,19,99,0,5
40,88,12,36,9,14,6,39,45,23,4,4,13,19,101,-3,36,90,14,29,18,20,10,38,48,19,9,4,11,19,104,1,33
37,83,2,10,18,22,15,38,53,21,6,9,11,23,94,17,30,74,4,15,13,15,3,31,34,15,4,5,9,22,77,0,14
41,72,4,11,26,38,10,36,46,32,5,3,19,26,112,13,38,89,2,13,21,29,15,20,35,20,8,0,13,25,99,0,11
44,85,3,9,32,37,11,21,32,26,17,5,17,23,123,7,45,86,4,13,22,27,16,27,43,25,10,2,24,28,116,0,5
46,92,2,6,20,31,22,37,59,30,12,2,15,23,114,26,32,85,5,11,19,27,17,23,40,20,6,1,17,27,88,0,8
46,84,9,23,10,20,7,33,40,28,14,6,17,23,111,7,38,85,6,22,22,30,13,32,45,24,12,6,21,21,104,0,23
37,81,9,25,17,21,7,29,36,16,9,5,9,25,100,11,29,74,6,22,25,32,12,33,45,23,4,1,16,19,89,0,28
39,86,7,17,25,31,8,35,43,26,8,4,25,36,110,2,33,84,1,4,41,52,11,32,43,19,11,4,18,29,108,0,21
34,80,5,17,22,27,10,34,44,14,6,3,12,18,95,8,33,71,4,17,17,22,2,36,38,21,8,1,15,23,87,0,25
31,77,2,11,19,21,11,28,39,18,3,9,15,28,83,-6,30,68,1,6,28,38,12,31,43,16,8,5,13,21,89,0,13
38,84,3,14,10,12,9,25,34,23,14,6,17,26,89,-12,40,82,6,22,15,24,14,35,49,21,8,4,22,15,101,0,28
41,80,7,18,20,22,10,33,43,15,10,6,16,14,109,20,37,85,5,20,10,17,13,27,40,16,10,6,18,19,89,0,10
39,83,10,24,23,34,13,30,43,22,10,5,17,24,111,13,42,82,2,10,12,26,7,28,35,26,8,9,15,23,98,0,17
36,85,5,15,23,38,18,33,51,18,8,4,9,19,100,1,39,81,6,17,15,18,7,31,38,15,5,10,10,22,99,0,24
43,101,3,17,28,34,21,31,52,22,9,7,21,35,117,-7,39,78,0,0,46,57,10,27,37,21,12,12,19,27,124,0,5
32,86,5,13,27,38,22,35,57,15,6,5,12,29,96,-6,33,73,8,19,28,34,5,33,38,20,5,5,9,30,102,0,20
35,76,3,8,17,24,10,40,50,23,2,5,11,20,90,12,28,77,4,16,18,25,9,29,38,16,6,5,8,23,78,0,22
39,88,10,27,20,22,11,37,48,24,8,5,12,16,108,8,39,94,9,31,13,19,13,32,45,19,10,5,12,20,100,1,29
48,91,9,31,21,26,13,31,44,21,9,5,9,23,126,16,39,82,9,24,23,30,11,29,40,20,5,5,11,23,110,0,33
37,85,7,24,21,28,15,36,51,23,7,7,19,24,102,9,37,85,7,24,12,19,9,23,32,23,10,8,14,23,93,0,28
40,76,2,3,43,54,10,28,38,26,12,4,20,31,125,13,38,92,0,6,36,41,19,22,41,21,9,2,19,35,112,0,2
38,92,13,29,30,36,14,42,56,20,12,6,17,33,119,9,36,99,6,20,32,45,23,33,56,15,6,6,18,30,110,0,22
49,86,12,23,11,12,9,35,44,31,8,9,14,22,121,27,33,87,8,20,20,27,17,27,44,18,5,0,15,14,94,0,21
39,84,5,13,28,37,19,34,53,24,8,8,11,22,111,18,37,92,3,7,16,21,20,29,49,16,4,5,12,23,93,0,14
29,71,4,15,15,23,9,31,40,19,4,2,11,15,77,-1,33,85,2,19,10,15,15,31,46,14,6,1,7,23,78,0,26
39,81,1,7,20,21,18,24,42,23,15,3,17,20,99,12,36,76,0,1,15,21,10,23,33,19,8,8,22,22,87,0,5
44,89,9,25,19,32,11,39,50,26,6,5,12,17,116,18,37,89,7,29,17,20,6,36,42,16,6,4,16,28,98,1,31
36,82,1,5,27,38,18,31,49,19,7,3,12,14,100,6,42,80,1,7,9,12,6,35,41,20,10,4,12,27,94,0,5
43,83,7,22,26,36,12,36,48,25,5,4,13,20,119,13,39,91,12,32,16,21,12,28,40,11,7,7,12,28,106,0,34
45,91,1,7,16,23,11,33,44,31,8,5,17,26,107,-15,49,89,2,4,22,33,8,33,41,28,8,3,13,21,122,0,5
39,78,8,15,19,25,11,25,36,25,10,4,15,18,105,3,41,91,7,24,13,18,18,28,46,25,8,4,17,23,102,0,16
36,81,6,19,19,20,10,32,42,11,9,1,16,18,97,-1,35,73,7,19,21,25,5,29,34,18,8,10,15,21,98,0,32
48,92,3,7,13,22,15,38,53,26,8,6,12,17,112,35,32,90,3,9,10,22,21,28,49,17,6,5,18,24,77,1,4
40,84,3,16,17,22,14,38,52,23,6,3,21,21,100,2,39,86,4,15,16,25,10,28,38,23,16,3,9,24,98,0,13
41,82,13,30,21,26,7,28,35,27,9,6,20,25,116,-4,45,77,6,14,24,35,6,28,34,18,12,10,17,25,120,0,30
30,79,5,21,31,45,10,30,40,14,8,3,12,32,96,-15,39,73,4,11,29,49,13,38,51,24,6,4,14,31,111,0,19
31,78,8,12,20,23,9,32,41,19,10,10,22,29,90,-6,32,83,7,21,25,33,21,34,55,19,11,12,19,21,96,0,12
36,82,6,11,14,17,12,20,32,20,7,4,13,21,92,-11,38,78,9,18,18,20,13,27,40,24,5,7,13,25,103,0,23
39,87,5,12,18,24,16,30,46,22,12,3,7,18,101,18,28,72,9,25,18,23,12,31,43,13,3,7,20,22,83,0,19
32,77,4,19,16,26,9,32,41,15,5,7,10,19,84,-6,34,77,7,17,15,21,12,34,46,19,6,6,13,20,90,1,22
47,85,3,5,32,41,8,30,38,32,4,4,17,30,129,-4,50,89,4,7,29,41,12,29,41,28,9,2,11,27,133,0,3
35,92,4,15,29,38,22,34,56,21,13,4,15,20,103,6,38,83,8,16,13,22,15,27,42,16,8,9,18,26,97,0,26
41,84,3,15,14,20,9,35,44,17,7,2,19,23,99,-5,41,88,7,24,15,17,9,28,37,31,7,3,14,21,104,0,20
32,75,3,14,28,39,7,37,44,20,8,7,13,23,95,10,33,82,2,15,17,25,10,30,40,16,5,5,13,30,85,0,20
37,71,3,3,12,24,9,27,36,24,10,4,16,23,89,12,28,67,4,7,17,26,11,25,36,14,7,4,19,20,77,0,12
45,78,0,0,17,26,8,32,40,25,11,10,13,20,107,12,37,89,2,4,19,26,16,27,43,22,7,2,15,28,95,0,6
39,82,21,46,15,20,11,27,38,28,5,6,12,19,114,-8,48,85,12,24,14,16,4,30,34,29,6,3,8,23,122,0,34
41,82,9,27,16,22,11,24,35,24,8,3,17,25,107,-9,37,78,13,31,29,33,10,26,36,21,8,3,11,23,116,0,32
41,106,10,29,36,48,22,44,66,24,7,5,15,39,128,6,43,99,5,15,31,43,15,39,54,13,4,5,19,42,122,0,14
37,77,8,21,10,16,12,37,49,25,4,4,15,19,92,16,27,73,3,19,19,26,8,27,35,13,11,3,8,17,76,0,10
33,89,9,31,11,13,12,39,51,17,3,4,20,26,86,-9,35,84,7,27,18,26,7,37,44,10,13,9,12,23,95,0,33
35,84,6,19,18,25,19,37,56,16,2,3,17,22,94,-14,36,82,11,20,25,33,10,33,43,17,11,9,6,22,108,1,23
38,78,1,1,27,30,9,28,37,28,7,8,12,20,104,5,36,80,3,6,24,30,15,31,46,20,8,4,14,24,99,0,8
44,86,1,1,36,44,11,26,37,20,9,7,12,29,125,11,45,93,5,12,19,24,17,33,50,22,3,7,20,29,114,0,5
44,93,1,4,17,24,12,27,39,27,8,4,12,26,106,2,38,77,2,7,26,30,11,36,47,21,6,2,19,21,104,0,5
28,72,8,18,31,42,14,30,44,21,13,2,15,17,95,16,28,68,8,22,15,20,5,31,36,22,5,6,21,32,79,0,29
33,79,4,16,28,33,13,27,40,17,6,6,14,20,98,-5,41,83,2,10,19,26,15,28,43,23,9,6,11,23,103,0,16
43,76,7,17,18,22,9,28,37,23,4,6,8,8,111,17,40,76,6,13,8,10,5,21,26,25,6,6,9,21,94,0,26
31,82,4,17,14,17,10,30,40,19,8,3,12,25,80,-12,32,75,2,7,26,30,9,38,47,17,6,5,14,19,92,0,12
42,84,3,7,18,21,17,32,49,30,4,5,22,23,105,-2,42,101,1,8,22,27,24,18,42,18,14,6,6,21,107,0,7
36,77,4,8,9,14,10,38,48,20,3,3,18,24,85,10,25,79,4,14,21,28,12,23,35,18,5,3,9,20,75,0,14
43,86,7,28,18,25,9,30,39,27,8,8,14,27,111,2,36,84,9,30,28,36,15,31,46,18,9,8,16,21,109,0,33
37,80,12,35,18,25,9,34,43,24,12,6,16,15,104,12,33,81,14,46,12,16,10,33,43,19,7,6,18,22,92,0,36
43,86,5,13,18,27,14,23,37,23,9,3,10,33,109,-4,37,77,8,18,31,43,14,27,41,19,6,0,15,26,113,0,13
41,83,6,15,24,31,13,32,45,24,4,6,8,26,112,19,33,74,4,10,23,30,4,26,30,18,2,9,10,27,93,0,10
42,92,0,4,29,39,16,25,41,17,11,1,14,29,113,-17,49,85,1,2,31,47,12,34,46,30,6,3,14,30,130,0,0
38,80,4,12,15,19,12,32,44,22,4,7,17,17,95,3,40,82,5,18,7,14,9,29,38,19,9,3,14,19,92,0,21
43,84,0,1,26,30,13,37,50,29,5,3,13,16,112,19,43,94,1,4,6,9,14,25,39,26,5,4,14,22,93,0,1
37,71,4,8,20,27,7,33,40,24,6,5,13,18,98,13,34,77,5,17,12,15,5,23,28,21,6,3,13,22,85,0,20
26,78,7,17,19,24,12,27,39,18,12,7,17,20,78,-15,37,78,5,11,14,20,14,34,48,21,10,10,18,23,93,0,13
